2 
0.426
0.106537
-0.0196873
-0.037
-0.35785
0.446944
-0.256536
-3.14159	1
0	0.5
 STOP 
-3.14159	0.336776
0	0.47585

 Error 
-3.14159	-0.663224
0	-0.02415
3.14159	0.669775
6.28319	0.80885
9.42478	0.669775
12.5664	0.80885
15.708	0.669775
18.8496	0.80885
21.9911	0.669775
25.1327	0.80885
28.2743	0.669774
31.4159	0.80885
34.5575	0.669774
37.6991	0.80885
40.8407	0.669774
43.9823	0.80885
47.1239	0.669774
50.2655	0.80885
53.4071	0.669774
56.5487	0.80885
59.6903	0.669773
62.8319	0.80885
65.9734	0.669773
69.115	0.80885
72.2566	0.669773
75.3982	0.80885
78.5398	0.669773
81.6814	0.80885
84.823	0.669772
87.9646	0.80885
91.1062	0.669772
94.2478	0.80885
97.3894	0.669772
100.531	0.80885
103.673	0.669772
106.814	0.80885
109.956	0.669772
113.097	0.80885
116.239	0.669771
119.381	0.80885
122.522	0.669771
125.664	0.80885
128.805	0.669771
131.947	0.808851
135.088	0.669771
138.23	0.808851
141.372	0.669771
144.513	0.808851
147.655	0.66977
150.796	0.808851
153.938	0.66977
157.08	0.808851
160.221	0.66977
163.363	0.808851
166.504	0.66977
169.646	0.808851
172.788	0.669769
175.929	0.808851
179.071	0.669769
182.212	0.808851
185.354	0.669769
188.496	0.808851
191.637	0.669769
194.779	0.808851
197.92	0.669769
201.062	0.808851
204.204	0.669768
207.345	0.808851
210.487	0.669768
213.628	0.808851
216.77	0.669768
219.911	0.808851
223.053	0.669768
226.195	0.808851
229.336	0.669768
232.478	0.808851
235.619	0.669767
238.761	0.808851
241.903	0.669767
245.044	0.808851
248.186	0.669767
251.327	0.808851
254.469	0.669767
257.611	0.808851
260.752	0.669766
263.894	0.808851
267.035	0.669766
270.177	0.808851
273.319	0.669766
276.46	0.808851
279.602	0.669766
282.743	0.808851
285.885	0.669766
289.027	0.808851
292.168	0.669765
295.31	0.808851
298.451	0.669765
301.593	0.808851
304.734	0.669765
307.876	0.808851
311.018	0.669765
314.159	0.808851
317.301	0.669764
320.442	0.808851
323.584	0.669764
326.726	0.808851
329.867	0.669764
333.009	0.808851
336.15	0.669764
339.292	0.808851
342.434	0.669764
345.575	0.808851
348.717	0.669763
351.858	0.808851
355	0.669763
358.142	0.808851
361.283	0.669763
364.425	0.808851
367.566	0.669763
370.708	0.808851
373.85	0.669763
376.991	0.808851
380.133	0.669762
383.274	0.808852
386.416	0.669762
389.557	0.808852
392.699	0.669762
395.841	0.808852
398.982	0.669762
402.124	0.808852
405.265	0.669761
408.407	0.808852
411.549	0.669761
414.69	0.808852
417.832	0.669761
420.973	0.808852
424.115	0.669761
427.257	0.808852
430.398	0.669761
433.54	0.808852
436.681	0.66976
439.823	0.808852
442.965	0.66976
446.106	0.808852
449.248	0.66976
452.389	0.808852
455.531	0.66976
458.673	0.808852
461.814	0.669759
464.956	0.808852
468.097	0.669759
471.239	0.808852
474.38	0.669759
477.522	0.808852
480.664	0.669759
483.805	0.808852
486.947	0.669759
490.088	0.808852
493.23	0.669758
496.372	0.808852
499.513	0.669758
502.655	0.808852
505.796	0.669758
508.938	0.808852
512.08	0.669758
515.221	0.808852
518.363	0.669758
521.504	0.808852
524.646	0.669757
527.788	0.808852
530.929	0.669757
534.071	0.808852
537.212	0.669757
540.354	0.808852
543.496	0.669757
546.637	0.808852
549.779	0.669756
552.92	0.808852
556.062	0.669756
559.203	0.808852
562.345	0.669756
565.487	0.808852
568.628	0.669756
571.77	0.808852
574.911	0.669756
578.053	0.808852
581.195	0.669755
584.336	0.808852
587.478	0.669755
590.619	0.808852
593.761	0.669755
596.903	0.808852
600.044	0.669755
603.186	0.808852
606.327	0.669755
609.469	0.808852
612.611	0.669754
615.752	0.808852
618.894	0.669754
622.035	0.808852
625.177	0.669754
628.319	0.808852
631.46	0.669754
634.602	0.808853
637.743	0.669753
640.885	0.808853
644.026	0.669753
647.168	0.808853
650.31	0.669753
653.451	0.808853
656.593	0.669753
659.734	0.808853
662.876	0.669753
666.018	0.808853
669.159	0.669752
672.301	0.808853
675.442	0.669752
678.584	0.808853
681.726	0.669752
684.867	0.808853
688.009	0.669752
691.15	0.808853
694.292	0.669751
697.434	0.808853
700.575	0.669751
703.717	0.808853
706.858	0.669751
710	0.808853
713.142	0.669751
716.283	0.808853
719.425	0.669751
722.566	0.808853
725.708	0.66975
728.849	0.808853
731.991	0.66975
735.133	0.808853
738.274	0.66975
741.416	0.808853
744.557	0.66975
747.699	0.808853
750.841	0.66975
753.982	0.808853
757.124	0.669749
760.265	0.808853
763.407	0.669749
766.549	0.808853
769.69	0.669749
772.832	0.808853
775.973	0.669749
779.115	0.808853
782.257	0.669748
785.398	0.808853
788.54	0.669748
791.681	0.808853
794.823	0.669748
797.965	0.808853
801.106	0.669748
804.248	0.808853
807.389	0.669748
810.531	0.808853
813.672	0.669747
816.814	0.808853
819.956	0.669747
823.097	0.808853
826.239	0.669747
829.38	0.808853
832.522	0.669747
835.664	0.808853
838.805	0.669747
841.947	0.808853
845.088	0.669746
848.23	0.808853
851.372	0.669746
854.513	0.808853
857.655	0.669746
860.796	0.808853
863.938	0.669746
867.08	0.808853
870.221	0.669745
873.363	0.808853
876.504	0.669745
879.646	0.808853
882.788	0.669745
885.929	0.808854
889.071	0.669745
892.212	0.808854
895.354	0.669745
898.495	0.808854
901.637	0.669744
904.779	0.808854
907.92	0.669744
911.062	0.808854
914.203	0.669744
917.345	0.808854
920.487	0.669744
923.628	0.808854
926.77	0.669743
929.911	0.808854
933.053	0.669743
936.195	0.808854
939.336	0.669743
942.478	0.808854
945.619	0.669743
948.761	0.808854
951.903	0.669743
955.044	0.808854
958.186	0.669742
961.327	0.808854
964.469	0.669742
967.611	0.808854
970.752	0.669742
973.894	0.808854
977.035	0.669742
980.177	0.808854
983.318	0.669742
986.46	0.808854
989.602	0.669741
992.743	0.808854
995.885	0.669741
999.026	0.808854
1002.17	0.669741
1005.31	0.808854
1008.45	0.669741
1011.59	0.808854
1014.73	0.66974
1017.88	0.808854
1021.02	0.66974
1024.16	0.808854
1027.3	0.66974
1030.44	0.808854
1033.58	0.66974
1036.73	0.808854
1039.87	0.66974
1043.01	0.808854
1046.15	0.669739
1049.29	0.808854
1052.43	0.669739
1055.58	0.808854
1058.72	0.669739
1061.86	0.808854
1065	0.669739
1068.14	0.808854
1071.28	0.669738
1074.42	0.808854
1077.57	0.669738
1080.71	0.808854
1083.85	0.669738
1086.99	0.808854
1090.13	0.669738
1093.27	0.808854
1096.42	0.669738
1099.56	0.808854
1102.7	0.669737
1105.84	0.808854
1108.98	0.669737
1112.12	0.808854
1115.27	0.669737
1118.41	0.808854
1121.55	0.669737
1124.69	0.808854
1127.83	0.669737
1130.97	0.808854
1134.11	0.669736
1137.26	0.808855
1140.4	0.669736
1143.54	0.808855
1146.68	0.669736
1149.82	0.808855
1152.96	0.669736
1156.11	0.808855
1159.25	0.669735
1162.39	0.808855
1165.53	0.669735
1168.67	0.808855
1171.81	0.669735
1174.96	0.808855
1178.1	0.669735
1181.24	0.808855
1184.38	0.669735
1187.52	0.808855
1190.66	0.669734
1193.81	0.808855
1196.95	0.669734
1200.09	0.808855
1203.23	0.669734
1206.37	0.808855
1209.51	0.669734
1212.65	0.808855
1215.8	0.669734
1218.94	0.808855
1222.08	0.669733
1225.22	0.808855
1228.36	0.669733
1231.5	0.808855
1234.65	0.669733
1237.79	0.808855
1240.93	0.669733
1244.07	0.808855
1247.21	0.669732
1250.35	0.808855
